1	1	N-	----NSF-	13442	Βίβλος	βιβλος	βιβλος	βίβλος	Bi/bloj	bibloj	bibloj	bi/bloj			
13	25	N-	----APN-	18178	ζιζάνια	ζιζανια	ζιζανια	ζιζάνιον	ziza/nia	zizania	zizania	ziza/nion			
13	25	P-	--------	7	ἀνὰ	ἀνα	ανα	ἀνά	a)na\	a)na	ana	a)na/			
13	25	A-	----ASN-	17667	μέσον	μεσον	μεσον	μέσος	me/son	meson	meson	me/soj			
13	25	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	25	N-	----GSM-	9538	σίτου	σιτου	σιτου	σῖτος	si/tou	sitou	sitou	si~toj			
13	25	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	25	V-	3AAI-S--	633473	ἀπῆλθεν	ἀπηλθεν	απηλθεν	ἀπέρχομαι	a)ph~lqen	a)phlqen	aphlqen	a)pe/rxomai			.
13	26	C-	--------	4	ὅτε	ὁτε	οτε	ὅτε	o/(te	o(te	ote	o/(te			
13	26	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	26	V-	3AAI-S--	633473	ἐβλάστησεν	ἐβλαστησεν	εβλαστησεν	βλαστάνω	e)bla/sthsen	e)blasthsen	eblasthsen	blasta/nw			
13	26	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
13	26	N-	----NSM-	9346	χόρτος	χορτος	χορτος	χόρτος	xo/rtoj	xortoj	xortoj	xo/rtoj			
13	26	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	26	N-	----ASM-	9474	καρπὸν	καρπον	καρπον	καρπός	karpo\n	karpon	karpon	karpo/j			
13	26	V-	3AAI-S--	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω	e)poi/hsen	e)poihsen	epoihsen	poie/w			,
13	26	D-	--------	8	τότε	τοτε	τοτε	τότε	to/te	tote	tote	to/te			
13	26	V-	3API-S--	2673281	ἐφάνη	ἐφανη	εφανη	φαίνω	e)fa/nh	e)fanh	efanh	fai/nw			
13	26	D-	--------	8	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	26	RA	----NPN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
13	26	N-	----NPN-	18050	ζιζάνια	ζιζανια	ζιζανια	ζιζάνιον	ziza/nia	zizania	zizania	ziza/nion			.
13	27	V-	-AAPNPM-	830401	προσελθόντες	προσελθοντες	προσελθοντες	προσέρχομαι	proselqo/ntej	proselqontej	proselqontej	prose/rxomai			
13	27	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	27	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
13	27	N-	----NPM-	9858	δοῦλοι	δουλοι	δουλοι	δοῦλος	dou~loi	douloi	douloi	dou~loj			
13	27	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	27	N-	----GSM-	9538	οἰκοδεσπότου	οἰκοδεσποτου	οικοδεσποτου	οἰκοδεσπότης	oi)kodespo/tou	oi)kodespotou	oikodespotou	oi)kodespo/thj			
13	27	V-	3AAI-P--	895617	εἶπον	εἰπον	ειπον	λέγω	ei~)pon	ei)pon	eipon	le/gw			
13	27	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			·
13	27	N-	----VSM-	9410	Κύριε	κυριε	κυριε	κύριος	Ku/rie	kurie	kurie	ku/rioj			,
13	27	X-	--------	5	οὐχὶ	οὐχι	ουχι	οὐχί	ou)xi\	ou)xi	ouxi	ou)xi/			
13	27	A-	----ASN-	17667	καλὸν	καλον	καλον	καλός	kalo\n	kalon	kalon	kalo/j			
13	27	N-	----ASN-	17666	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma	sperma	sperma	spe/rma			
13	27	V-	2AAI-S--	633473	ἔσπειρας	ἐσπειρας	εσπειρας	σπείρω	e/)speiraj	e)speiraj	espeiraj	spei/rw			
13	27	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	27	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
13	27	A-	----DSM-	9603	σῷ	σω	σω	σός	sw~|	sw	sw	so/j			
13	27	N-	----DSM-	9602	ἀγρῷ	ἀγρω	αγρω	ἀγρός	a)grw~|	a)grw	agrw	a)gro/j			;
13	27	D-	--------	8	πόθεν	ποθεν	ποθεν	πόθεν	po/qen	poqen	poqen	po/qen			
13	27	C-	--------	4	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n			
13	27	V-	3PAI-S--	631937	ἔχει	ἐχει	εχει	ἔχω	e/)xei	e)xei	exei	e/)xw			
13	27	N-	----APN-	18178	ζιζάνια	ζιζανια	ζιζανια	ζιζάνιον	ziza/nia	zizania	zizania	ziza/nion			;
13	28	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
13	28	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	28	V-	3IAI-S--	632449	ἔφη	ἐφη	εφη	φημί	e/)fh	e)fh	efh	fhmi/			
13	28	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			·
13	28	A-	----NSM-	9347	Ἐχθρὸς	ἐχθρος	εχθρος	ἐχθρός	E)xqro\j	e)xqroj	exqroj	e)xqro/j			
13	28	N-	----NSM-	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a/)nqrwpoj	a)nqrwpoj	anqrwpoj	a/)nqrwpoj			
13	28	RD	----ASN-	11	τοῦτο	τουτο	τουτο	οὗτος	tou~to	touto	touto	ou~(toj			
13	28	V-	3AAI-S--	633473	ἐποίησεν	ἐποιησεν	εποιησεν	ποιέω	e)poi/hsen	e)poihsen	epoihsen	poie/w			.
13	28	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
13	28	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	28	N-	----NPM-	9858	δοῦλοι	δουλοι	δουλοι	δοῦλος	dou~loi	douloi	douloi	dou~loj			
13	28	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
13	28	V-	3PAI-P--	894081	λέγουσιν	λεγουσιν	λεγουσιν	λέγω	le/gousin	legousin	legousin	le/gw			·
13	28	V-	2PAI-S--	631937	Θέλεις	θελεις	θελεις	θέλω	Qe/leij	qeleij	qeleij	qe/lw			
13	28	C-	--------	4	οὖν	οὐν	ουν	οὖν	ou~)n	ou)n	oun	ou~)n			
13	28	V-	-AAPNPM-	830401	ἀπελθόντες	ἀπελθοντες	απελθοντες	ἀπέρχομαι	a)pelqo/ntej	a)pelqontej	apelqontej	a)pe/rxomai			
13	28	V-	1AAS-P--	862977	συλλέξωμεν	συλλεξωμεν	συλλεξωμεν	συλλέγω	sulle/cwmen	sullecwmen	sullecwmen	sulle/gw			
13	28	RP	----APN-	13	αὐτά	αὐτα	αυτα	αὐτός	au)ta/	au)ta	auta	au)to/j			;
13	29	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
13	29	C-	--------	4	δέ	δε	δε	δέ	de/	de	de	de/			
13	29	V-	3PAI-S--	631937	φησιν	φησιν	φησιν	φημί	fhsin	fhsin	fhsin	fhmi/			·
13	29	X-	--------	5	Οὔ	οὐ	ου	οὔ	Ou/)	ou)	ou	ou/)			,
13	29	C-	--------	4	μήποτε	μηποτε	μηποτε	μήποτε	mh/pote	mhpote	mhpote	mh/pote			
13	29	V-	-PAPNPM-	828865	συλλέγοντες	συλλεγοντες	συλλεγοντες	συλλέγω	sulle/gontej	sullegontej	sullegontej	sulle/gw			
13	29	RA	----APN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
13	29	N-	----APN-	18178	ζιζάνια	ζιζανια	ζιζανια	ζιζάνιον	ziza/nia	zizania	zizania	ziza/nion			
13	29	V-	2AAS-P--	895745	ἐκριζώσητε	ἐκριζωσητε	εκριζωσητε	ἐκριζόω	e)krizw/shte	e)krizwshte	ekrizwshte	e)krizo/w			
13	29	P-	--------	7	ἅμα	ἁμα	αμα	ἅμα	a/(ma	a(ma	ama	a/(ma			
13	29	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			
13	29	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
13	29	N-	----ASM-	9474	σῖτον	σιτον	σιτον	σῖτος	si~ton	siton	siton	si~toj			·
13	30	V-	2AAD-P--	895681	ἄφετε	ἀφετε	αφετε	ἀφίημι	a/)fete	a)fete	afete	a)fi/hmi			
13	30	V-	-PPN----	2409857	συναυξάνεσθαι	συναυξανεσθαι	συναυξανεσθαι	συναυξάνομαι	sunauca/nesqai	sunaucanesqai	sunaucanesqai	sunauca/nomai			
13	30	A-	----APN-	18179	ἀμφότερα	ἀμφοτερα	αμφοτερα	ἀμφότεροι	a)mfo/tera	a)mfotera	amfotera	a)mfo/teroi			
13	30	P-	--------	7	μέχρι	μεχρι	μεχρι	μέχρι(ς)	me/xri	mexri	mexri	me/xrij			
13	30	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	30	N-	----GSM-	9538	θερισμοῦ	θερισμου	θερισμου	θερισμός	qerismou~	qerismou	qerismou	qerismo/j			·
13	30	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	30	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	30	N-	----DSM-	9602	καιρῷ	καιρω	καιρω	καιρός	kairw~|	kairw	kairw	kairo/j			
13	30	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	30	N-	----GSM-	9538	θερισμοῦ	θερισμου	θερισμου	θερισμός	qerismou~	qerismou	qerismou	qerismo/j			
13	30	V-	1FAI-S--	600193	ἐρῶ	ἐρω	ερω	λέγω	e)rw~	e)rw	erw	le/gw			
13	30	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(			
13	30	N-	----DPM-	10114	θερισταῖς	θερισταις	θερισταις	θεριστής	qeristai~j	qeristaij	qeristaij	qeristh/j			·
13	30	V-	2AAD-P--	895681	Συλλέξατε	συλλεξατε	συλλεξατε	συλλέγω	Sulle/cate	sullecate	sullecate	sulle/gw			
13	30	A-	----ASN-	17667	πρῶτον	πρωτον	πρωτον	πρῶτος	prw~ton	prwton	prwton	prw~toj			
13	30	RA	----APN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
13	30	N-	----APN-	18178	ζιζάνια	ζιζανια	ζιζανια	ζιζάνιον	ziza/nia	zizania	zizania	ziza/nion			
13	30	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	30	V-	2AAD-P--	895681	δήσατε	δησατε	δησατε	δέω	dh/sate	dhsate	dhsate	de/w			
13	30	RP	----APN-	13	αὐτὰ	αὐτα	αυτα	αὐτός	au)ta\	au)ta	auta	au)to/j			
13	30	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
13	30	N-	----APF-	14082	δέσμας	δεσμας	δεσμας	δέσμη	de/smaj	desmaj	desmaj	de/smh			
13	30	P-	--------	7	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j			
13	30	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
13	30	V-	-AAN----	306049	κατακαῦσαι	κατακαυσαι	κατακαυσαι	κατακαίω	katakau~sai	katakausai	katakausai	katakai/w			
13	30	RP	----APN-	13	αὐτά	αὐτα	αυτα	αὐτός	au)ta/	au)ta	auta	au)to/j			,
13	30	RA	----ASM-	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(			
13	30	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	30	N-	----ASM-	9474	σῖτον	σιτον	σιτον	σῖτος	si~ton	siton	siton	si~toj			
13	30	V-	2AAD-P--	895681	συναγάγετε	συναγαγετε	συναγαγετε	συνάγω	sunaga/gete	sunagagete	sunagagete	suna/gw			
13	30	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
13	30	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
13	30	N-	----ASF-	13570	ἀποθήκην	ἀποθηκην	αποθηκην	ἀποθήκη	a)poqh/khn	a)poqhkhn	apoqhkhn	a)poqh/kh			
13	30	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			.
13	31	A-	----ASF-	13571	Ἄλλην	ἀλλην	αλλην	ἄλλος	A/)llhn	a)llhn	allhn	a/)lloj			
13	31	N-	----ASF-	13570	παραβολὴν	παραβολην	παραβολην	παραβολή	parabolh\n	parabolhn	parabolhn	parabolh/			
13	31	V-	3AAI-S--	633473	παρέθηκεν	παρεθηκεν	παρεθηκεν	παρατίθημι	pare/qhken	pareqhken	pareqhken	parati/qhmi			
13	31	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			
13	31	V-	-PAPNSM-	566721	λέγων	λεγων	λεγων	λέγω	le/gwn	legwn	legwn	le/gw			·
13	31	A-	----NSF-	13443	Ὁμοία	ὁμοια	ομοια	ὅμοιος	O(moi/a	o(moia	omoia	o/(moioj			
13	31	V-	3PAI-S--	631937	ἐστὶν	ἐστιν	εστιν	εἰμί	e)sti\n	e)stin	estin	ei)mi/			
13	31	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
13	31	N-	----NSF-	13442	βασιλεία	βασιλεια	βασιλεια	βασιλεία	basilei/a	basileia	basileia	basilei/a			
13	31	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
13	31	N-	----GPM-	10050	οὐρανῶν	οὐρανων	ουρανων	οὐρανός	ou)ranw~n	ou)ranwn	ouranwn	ou)rano/j			
13	31	N-	----DSM-	9602	κόκκῳ	κοκκω	κοκκω	κόκκος	ko/kkw|	kokkw	kokkw	ko/kkoj			
13	31	N-	----GSN-	17730	σινάπεως	σιναπεως	σιναπεως	σίναπι	sina/pewj	sinapewj	sinapewj	si/napi			,
13	31	RR	----ASM-	14	ὃν	ὁν	ον	ὅς	o\(n	o(n	on	o/(j			
13	31	V-	-AAPNSM-	568257	λαβὼν	λαβων	λαβων	λαμβάνω	labw\n	labwn	labwn	lamba/nw			
13	31	N-	----NSM-	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a/)nqrwpoj	a)nqrwpoj	anqrwpoj	a/)nqrwpoj			
13	31	V-	3AAI-S--	633473	ἔσπειρεν	ἐσπειρεν	εσπειρεν	σπείρω	e/)speiren	e)speiren	espeiren	spei/rw			
13	31	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	31	RA	----DSM-	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(			
13	31	N-	----DSM-	9602	ἀγρῷ	ἀγρω	αγρω	ἀγρός	a)grw~|	a)grw	agrw	a)gro/j			
13	31	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			·
13	32	RR	----NSN-	14	ὃ	ὁ	ο	ὅς	o\(	o(	o	o/(j			
13	32	A-	----NSNC	50307	μικρότερον	μικροτερον	μικροτερον	μικρός	mikro/teron	mikroteron	mikroteron	mikro/j			
13	32	C-	--------	4	μέν	μεν	μεν	μέν	me/n	men	men	me/n			
13	32	V-	3PAI-S--	631937	ἐστιν	ἐστιν	εστιν	εἰμί	e)stin	e)stin	estin	ei)mi/			
13	32	A-	----GPN-	18243	πάντων	παντων	παντων	πᾶς	pa/ntwn	pantwn	pantwn	pa~j			
13	32	RA	----GPN-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
13	32	N-	----GPN-	18242	σπερμάτων	σπερματων	σπερματων	σπέρμα	sperma/twn	spermatwn	spermatwn	spe/rma			,
13	32	C-	--------	4	ὅταν	ὁταν	οταν	ὅταν	o/(tan	o(tan	otan	o/(tan			
13	32	C-	--------	4	δὲ	δε	δε	δέ	de\	de	de	de/			
13	32	V-	3APS-S--	2673409	αὐξηθῇ	αὐξηθη	αυξηθη	αὐξάνω	au)chqh~|	au)chqh	auchqh	au)ca/nw			
13	32	A-	----NSNC	50307	μεῖζον	μειζον	μειζον	μέγας	mei~zon	meizon	meizon	me/gaj			
13	32	RA	----GPN-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
13	32	N-	----GPN-	18242	λαχάνων	λαχανων	λαχανων	λάχανον	laxa/nwn	laxanwn	laxanwn	la/xanon			
13	32	V-	3PAI-S--	631937	ἐστὶν	ἐστιν	εστιν	εἰμί	e)sti\n	e)stin	estin	ei)mi/			
13	32	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	32	V-	3PMI-S--	636033	γίνεται	γινεται	γινεται	γίνομαι	gi/netai	ginetai	ginetai	gi/nomai			
13	32	N-	----NSN-	17538	δένδρον	δενδρον	δενδρον	δένδρον	de/ndron	dendron	dendron	de/ndron			,
13	32	C-	--------	4	ὥστε	ὡστε	ωστε	ὥστε	w/(ste	w(ste	wste	w/(ste			
13	32	V-	-AAN----	306049	ἐλθεῖν	ἐλθειν	ελθειν	ἔρχομαι	e)lqei~n	e)lqein	elqein	e/)rxomai			
13	32	RA	----APN-	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(			
13	32	A-	----APN-	18179	πετεινὰ	πετεινα	πετεινα	πετεινόν	peteina\	peteina	peteina	peteino/n			
13	32	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	32	N-	----GSM-	9538	οὐρανοῦ	οὐρανου	ουρανου	οὐρανός	ou)ranou~	ou)ranou	ouranou	ou)rano/j			
13	32	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	32	V-	-PAN----	304513	κατασκηνοῦν	κατασκηνουν	κατασκηνουν	κατασκηνόω	kataskhnou~n	kataskhnoun	kataskhnoun	kataskhno/w			
13	32	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	32	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(			
13	32	N-	----DPM-	10114	κλάδοις	κλαδοις	κλαδοις	κλάδος	kla/doij	kladoij	kladoij	kla/doj			
13	32	RP	----GSN-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			.
13	33	A-	----ASF-	13571	Ἄλλην	ἀλλην	αλλην	ἄλλος	A/)llhn	a)llhn	allhn	a/)lloj			
13	33	N-	----ASF-	13570	παραβολὴν	παραβολην	παραβολην	παραβολή	parabolh\n	parabolhn	parabolhn	parabolh/			
13	33	V-	3AAI-S--	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	e)la/lhsen	e)lalhsen	elalhsen	lale/w			
13	33	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			·
13	33	A-	----NSF-	13443	Ὁμοία	ὁμοια	ομοια	ὅμοιος	O(moi/a	o(moia	omoia	o/(moioj			
13	33	V-	3PAI-S--	631937	ἐστὶν	ἐστιν	εστιν	εἰμί	e)sti\n	e)stin	estin	ei)mi/			
13	33	RA	----NSF-	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(			
13	33	N-	----NSF-	13442	βασιλεία	βασιλεια	βασιλεια	βασιλεία	basilei/a	basileia	basileia	basilei/a			
13	33	RA	----GPM-	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(			
13	33	N-	----GPM-	10050	οὐρανῶν	οὐρανων	ουρανων	οὐρανός	ou)ranw~n	ou)ranwn	ouranwn	ou)rano/j			
13	33	N-	----DSF-	13698	ζύμῃ	ζυμη	ζυμη	ζύμη	zu/mh|	zumh	zumh	zu/mh			,
13	33	RR	----ASF-	14	ἣν	ἡν	ην	ὅς	h\(n	h(n	hn	o/(j			
13	33	V-	-AAPNSF-	568257	λαβοῦσα	λαβουσα	λαβουσα	λαμβάνω	labou~sa	labousa	labousa	lamba/nw			
13	33	N-	----NSF-	13442	γυνὴ	γυνη	γυνη	γυνή	gunh\	gunh	gunh	gunh/			
13	33	V-	3AAI-S--	633473	ἐνέκρυψεν	ἐνεκρυψεν	ενεκρυψεν	ἐγκρύπτω	e)ne/kruyen	e)nekruyen	enekruyen	e)gkru/ptw			
13	33	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
13	33	N-	----GSN-	17730	ἀλεύρου	ἀλευρου	αλευρου	ἄλευρον	a)leu/rou	a)leurou	aleurou	a/)leuron			
13	33	N-	----APN-	18178	σάτα	σατα	σατα	σάτον	sa/ta	sata	sata	sa/ton			
13	33	A-	----APN-	18179	τρία	τρια	τρια	τρεῖς	tri/a	tria	tria	trei~j			
13	33	P-	--------	7	ἕως	ἑως	εως	ἕως	e/(wj	e(wj	ewj	e/(wj			
13	33	RR	----GSM-	14	οὗ	οὑ	ου	ὅς	ou~(	ou(	ou	o/(j			
13	33	V-	3API-S--	2673281	ἐζυμώθη	ἐζυμωθη	εζυμωθη	ζυμόω	e)zumw/qh	e)zumwqh	ezumwqh	zumo/w			
13	33	A-	----NSN-	17539	ὅλον	ὁλον	ολον	ὅλος	o/(lon	o(lon	olon	o/(loj			.
13	34	RD	----APN-	11	Ταῦτα	ταυτα	ταυτα	οὗτος	Tau~ta	tauta	tauta	ou~(toj			
13	34	A-	----APN-	18179	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j			
13	34	V-	3AAI-S--	633473	ἐλάλησεν	ἐλαλησεν	ελαλησεν	λαλέω	e)la/lhsen	e)lalhsen	elalhsen	lale/w			
13	34	RA	----NSM-	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(			
13	34	N-	----NSM-	9346	Ἰησοῦς	ἰησους	ιησους	Ἰησοῦς	I)hsou~j	i)hsouj	ihsouj	I)hsou~j			
13	34	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	34	N-	----DPF-	14210	παραβολαῖς	παραβολαις	παραβολαις	παραβολή	parabolai~j	parabolaij	parabolaij	parabolh/			
13	34	RA	----DPM-	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(			
13	34	N-	----DPM-	10114	ὄχλοις	ὀχλοις	οχλοις	ὄχλος	o/)xloij	o)xloij	oxloij	o/)xloj			,
13	34	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	34	P-	--------	7	χωρὶς	χωρις	χωρις	χωρίς	xwri\j	xwrij	xwrij	xwri/j			
13	34	N-	----GSF-	13634	παραβολῆς	παραβολης	παραβολης	παραβολή	parabolh~j	parabolhj	parabolhj	parabolh/			
13	34	A-	----ASN-	17667	οὐδὲν	οὐδεν	ουδεν	οὐδείς	ou)de\n	ou)den	ouden	ou)dei/j			
13	34	V-	3IAI-S--	632449	ἐλάλει	ἐλαλει	ελαλει	λαλέω	e)la/lei	e)lalei	elalei	lale/w			
13	34	RP	----DPM-	13	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)toi~j	au)toij	autoij	au)to/j			·
13	35	C-	--------	4	ὅπως	ὁπως	οπως	ὅπως	o/(pwj	o(pwj	opwj	o/(pwj			
13	35	V-	3APS-S--	2673409	πληρωθῇ	πληρωθη	πληρωθη	πληρόω	plhrwqh~|	plhrwqh	plhrwqh	plhro/w			
13	35	RA	----NSN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
13	35	V-	-APPNSN-	8997825	ῥηθὲν	ῥηθεν	ρηθεν	λέγω	r(hqe\n	r(hqen	rhqen	le/gw			
13	35	P-	--------	7	διὰ	δια	δια	διά	dia\	dia	dia	dia/			
13	35	RA	----GSM-	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(			
13	35	N-	----GSM-	9538	προφήτου	προφητου	προφητου	προφήτης	profh/tou	profhtou	profhtou	profh/thj			
13	35	V-	-PAPGSM-	566721	λέγοντος	λεγοντος	λεγοντος	λέγω	le/gontoj	legontoj	legontoj	le/gw			·
13	35	V-	1FAI-S--	600193	Ἀνοίξω	ἀνοιξω	ανοιξω	ἀνοίγω	A)noi/cw	a)noicw	anoicw	a)noi/gw			
13	35	P-	--------	7	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n			
13	35	N-	----DPF-	14210	παραβολαῖς	παραβολαις	παραβολαις	παραβολή	parabolai~j	parabolaij	parabolaij	parabolh/			
13	35	RA	----ASN-	10	τὸ	το	το	ὁ	to\	to	to	o(			
13	35	N-	----ASN-	17666	στόμα	στομα	στομα	στόμα	sto/ma	stoma	stoma	sto/ma			
13	35	RP	----GS--	13	μου	μου	μου	ἐγώ	mou	mou	mou	e)gw/			,
13	35	V-	1FMI-S--	604289	ἐρεύξομαι	ἐρευξομαι	ερευξομαι	ἐρεύγομαι	e)reu/comai	e)reucomai	ereucomai	e)reu/gomai			
13	35	V-	-XPPAPN-	9326017	κεκρυμμένα	κεκρυμμενα	κεκρυμμενα	κρύπτω	kekrumme/na	kekrummena	kekrummena	kru/ptw			
13	35	P-	--------	7	ἀπὸ	ἀπο	απο	ἀπό	a)po\	a)po	apo	a)po/			
13	35	N-	----GSF-	13634	καταβολῆς	καταβολης	καταβολης	καταβολή	katabolh~j	katabolhj	katabolhj	katabolh/			.
13	36	D-	--------	8	Τότε	τοτε	τοτε	τότε	To/te	tote	tote	to/te			
13	36	V-	-AAPNSM-	568257	ἀφεὶς	ἀφεις	αφεις	ἀφίημι	a)fei\j	a)feij	afeij	a)fi/hmi			
13	36	RA	----APM-	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(			
13	36	N-	----APM-	9986	ὄχλους	ὀχλους	οχλους	ὄχλος	o/)xlouj	o)xlouj	oxlouj	o/)xloj			
13	36	V-	3AAI-S--	633473	ἦλθεν	ἠλθεν	ηλθεν	ἔρχομαι	h~)lqen	h)lqen	hlqen	e/)rxomai			
13	36	P-	--------	7	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j			
13	36	RA	----ASF-	10	τὴν	την	την	ὁ	th\n	thn	thn	o(			
13	36	N-	----ASF-	13570	οἰκίαν	οἰκιαν	οικιαν	οἰκία	oi)ki/an	oi)kian	oikian	oi)ki/a			.
13	36	C-	--------	4	καὶ	και	και	καί	kai\	kai	kai	kai/			
13	36	V-	3AAI-P--	895617	προσῆλθον	προσηλθον	προσηλθον	προσέρχομαι	prosh~lqon	proshlqon	proshlqon	prose/rxomai			
13	36	RP	----DSM-	13	αὐτῷ	αὐτω	αυτω	αὐτός	au)tw~|	au)tw	autw	au)to/j			
13	36	RA	----NPM-	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(			
13	36	N-	----NPM-	9858	μαθηταὶ	μαθηται	μαθηται	μαθητής	maqhtai\	maqhtai	maqhtai	maqhth/j			
13	36	RP	----GSM-	13	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j			
13	36	V-	-PAPNPM-	828865	λέγοντες	λεγοντες	λεγοντες	λέγω	le/gontej	legontej	legontej	le/gw			·
13	36	V-	2AAD-S--	633537	Διασάφησον	διασαφησον	διασαφησον	διασαφέω	Diasa/fhson	diasafhson	diasafhson	diasafe/w			
13	36	RP	----DP--	13	ἡμῖν	ἡμιν	ημιν	ἐγώ	h(mi~n	h(min	hmin	e)gw/			
